latitude,longitude
-6.174575399472003,106.69589628324087
-6.166976735408827,106.69397450904535
-6.153341802618899,106.69342005513009
-6.140053046634333,106.6927794821057
-6.126581659486751,106.69253576991494
-6.114649115385575,106.69353267221035
-6.101273946058965,106.69379335331786
-6.1765838125525265,106.70697094204805
-6.166848905558113,106.70580109389266
-6.1534519816010835,106.70580109389266
-6.140054719914585,106.70580109389266
-6.126657121222617,106.70580109389266
-6.113259186249265,106.70580109389266
-6.101371031778956,106.7057623751746
-6.219152208963902,106.72225317623797
-6.208655451290023,106.7244032410535
-6.191656673420438,106.72212416628867
-6.178928796693417,106.71989462215305
-6.166848905558113,106.71927582315446
-6.1534519816010835,106.71927582315446
-6.140054719914585,106.71927582315446
-6.126657121222617,106.71927582315446
-6.113259186249265,106.71927582315446
-6.100066360051587,106.71949488817773
-6.091979426850407,106.72246485074896
-6.219005219293831,106.7328006485175
-6.2070376438138135,106.73275055241625
-6.193641737388243,106.73275055241625
-6.180245491061771,106.73275055241625
-6.166848905558113,106.73275055241625
-6.1534519816010835,106.73275055241625
-6.140054719914585,106.73275055241625
-6.126657121222617,106.73275055241625
-6.113259186249265,106.73275055241625
-6.100895532954423,106.73217666711687
-6.08774831171201,106.7343334809801
-6.272077469971959,106.75216928713175
-6.261978214504086,106.75242903067036
-6.2455277401583835,106.75018776255739
-6.233091427248299,106.74890259108552
-6.220392718334108,106.74626795143502
-6.2070376438138135,106.74622528167805
-6.193641737388243,106.74622528167805
-6.180245491061771,106.74622528167805
-6.166848905558113,106.74622528167805
-6.1534519816010835,106.74622528167805
-6.140054719914585,106.74622528167805
-6.126657121222617,106.74622528167805
-6.113259186249265,106.74622528167805
-6.099944859701883,106.74587311810659
-6.087594229022547,106.74736249981478
-6.077358618287499,106.75145001688117
-6.284568076341499,106.76386808844197
-6.272856165538519,106.76059332328994
-6.2607248698033455,106.76014777579674
-6.247153620380144,106.759776161053
-6.233828434067827,106.75970001093984
-6.2204332096148525,106.75970001093984
-6.2070376438138135,106.75970001093984
-6.193641737388243,106.75970001093984
-6.180245491061771,106.75970001093984
-6.166848905558113,106.75970001093984
-6.1534519816010835,106.75970001093984
-6.140054719914585,106.75970001093984
-6.126657121222617,106.75970001093984
-6.113420767441856,106.75930816218649
-6.105189439633772,106.75771213254178
-6.083841075855562,106.7543370347932
-6.077536629694284,106.75505637868945
-6.311091521729869,106.77755834588903
-6.299725796359064,106.77550858350918
-6.287221262448451,106.77338873398901
-6.274012052104425,106.77317474020163
-6.260617856035915,106.77317474020163
-6.247223316449298,106.77317474020163
-6.233828434067827,106.77317474020163
-6.2204332096148525,106.77317474020163
-6.2070376438138135,106.77317474020163
-6.193641737388243,106.77317474020163
-6.180245491061771,106.77317474020163
-6.166848905558113,106.77317474020163
-6.1534519816010835,106.77317474020163
-6.140054719914585,106.77317474020163
-6.126657121222617,106.77317474020163
-6.113726211847153,106.77399230605022
-6.104339958789106,106.77161384365958
-6.0912530548535635,106.77940535683733
-6.363205215237651,106.79326581459952
-6.353641144624094,106.7930774113223
-6.34762719735153,106.7933104311264
-6.311812177088998,106.78650010562875
-6.300799410794576,106.78664946946343
-6.287405903931668,106.78664946946343
-6.274012052104425,106.78664946946343
-6.260617856035915,106.78664946946343
-6.247223316449298,106.78664946946343
-6.233828434067827,106.78664946946343
-6.2204332096148525,106.78664946946343
-6.2070376438138135,106.78664946946343
-6.193641737388243,106.78664946946343
-6.180245491061771,106.78664946946343
-6.166848905558113,106.78664946946343
-6.1534519816010835,106.78664946946343
-6.140054719914585,106.78664946946343
-6.126657121222617,106.78664946946343
-6.113888425209445,106.7868096764237
-6.09951903539327,106.79061564933417
-6.091767365329252,106.78197838958145
-6.362703441747931,106.79959020033358
-6.354375881540006,106.80017787298172
-6.3414706408198755,106.80249045611045
